Code	Itemname
7514	Municipal affairs, provincial government
7514	Municipal regulatory services, general
7514	Official languages office, provincial government
7514	Ombudsman's office, provincial government
7514	Personnel agencies, government
7514	Procurement services, federal
7514	Provincial civil service
7514	Provincial-federal relations, provincial government
7514	Public property management service, federal
7514	Public Service Commission, federal government
7514	Public Service Commission, provincial government
7514	Public Service Staff Relations Board, federal government
7514	Public works programs, federal government
7514	Purchasing and supply agencies, government
7514	Purchasing services, provincial government
7514	Regulatory services, general, federal government
7514	Regulatory services, general, local administration
7514	Regulatory services, general, provincial government
7514	Supply agencies, government
7521	Citizenship registration services, federal government
7521	Consular missions, federal
7521	Consular service, federal government
7521	Consulates
7521	Deportation services
7521	Diplomatic representation, federal
7521	Diplomatic services, federal government
7521	Embassies, federal government
7521	Export development programs, federal government
7521	External affairs services, federal government
7521	External aid services, federal government
7521	Federal immigration services
7521	Food aid programs, federal government
7521	Foreign economic and social development services, federal government
7521	Immigrant admissions, adjudicating, federal
7521	Immigrant recruitment, federal
7521	Immigrant selection, federal
7521	Immigration services, federal
7521	International affairs, provincial administration
7521	International agency representation, federal
7521	International development assistance, federal government
7521	International development research services, federal
7521	International exchange services (scientific, academic), federal government
7521	Missions established in foreign countries, federal government
7521	Passport services
7521	Refugee settlement, federal government
7521	Research development services, international, federal
7521	State and official visits, organization of, federal government
7521	State department
7521	Visitor admissions (tourists and temporary)
7522	Air base, military
7522	Air Force
7522	Airdrome, military
7522	Armed forces
7522	Armed services
7522	Army
7522	Barracks and camps, military
7522	Bases, military
7522	Camps, military
7522	Civil defence organization, federal government
7522	Civil defence services
7522	Defence research board, federal government
7522	Defence services, federal government
7522	Marine Corps
7522	Military airdrome
7522	Military bases and camps
7522	Military courts
7522	Military defence services
7522	National Guard
7522	Naval base
7522	Navy
7522	Radar stations, defence
7523	911 emergency services
7523	Administrative courts, federal government
7523	Administrative courts, municipal
7523	Administrative courts, provincial government
7523	Appeal courts, provincial government
7523	Attorney generals' offices, federal government
7523	Attorney generals' offices, state
7523	Attorneys general's offices
7523	Bureaus of criminal investigations, government
7523	Chancery courts
7523	Circuit courts, federal government
7523	Circuit courts, state
7523	City courts
7523	City solicitor
7523	Civilian courts
7523	Coast Guard
7523	Common pleas courts
7523	Correction centres, provincial
7523	Correctional institutions, federal government
7523	Correctional institutions, government
7523	Correctional school, provincial government
7523	Correctional services, federal government
7523	Correctional services, municipal
7523	County courts
7523	Court of appeal, federal government
7523	Court of law, federal government
7523	Court of law, municipal
7523	Court of law, provincial government
7523	Court of Queen's bench
7523	Court, municipal government
7523	Court, provincial
7523	Courts of customs and patent appeals
7523	Courts of law
7523	Courts of ordinary
7523	Courts, civil law, provincial government
7523	Courts, criminal law, provincial government
7523	Crime stoppers program
7523	Custodial institutions (delinquents)
7523	Customs courts
7523	Detention centres, federal government
7523	Detention centres, government
7523	Detention centres, municipal/local
7523	Detention centres, provincial government
7523	Disaster preparedness and management offices, government
7523	District attorneys' offices
7523	District courts, provincial
7523	Division courts, provincial
7523	Emergency management offices, government
7523	Emergency measures organization services, local government
7523	Emergency measures organizations, provincial government
7523	Emergency planning services, federal government
7523	Emergency program services, provincial
7523	Exchequer court
7523	Family courts
7523	Federal bureau of investigation
7523	Federal correctional services
7523	Federal court (Exchequer)
7523	Federal court of equity
7523	Federal court of law
7523	Federal police services
7523	Fire department, local government
7523	Fire departments (including volunteer)
7523	Fire departments (including volunteer), government
7523	Fire investigating service, local government
7523	Fire investigation service, provincial government
7523	Fire marshals office, provincial government
7523	Fire prevention offices, provincial
7523	Fire prevention programs, provincial government
7523	Fire prevention service, local
7523	Fire-fighting services, local
7523	Fire-fighting services, provincial government
7523	Fishery inspection and protection services
7523	Fishery patrol service
7523	Fishing ground protection service
7523	Highway patrols, police
7523	Houses of correction, government
7523	Industrial school, provincial government (reform school)
7523	Inferior courts
7523	Inspection service, fishery
7523	Institutions, correctional, federal government
7523	Institutions, correctional, provincial
7523	Jail, local
7523	Jails, government
7523	Jails, provincial government
7523	Judge, self-employed
7523	Juvenile courts
7523	Landlord-tenant courts
7523	Legal counsel offices, government
7523	Magistrate courts
7523	Marshals' offices, police
7523	Mayors' courts
7523	Municipal correctional services
7523	Municipal courts
7523	Municipal courts of law
7523	Municipal fire-fighting services
7523	Municipal police services
7523	Orphans' courts
7523	Parish courts
7523	Patrol, fishery
7523	Penitentiaries, government
7523	Penitentiaries, provincial government
7523	Penitentiary services, federal government
7523	People's courts
7523	Police court, municipal
7523	Police department, local
7523	Police departments
7523	Police force, municipal
7523	Police forces, provincial government
7523	Police protection services, local
7523	Police, federal government
7523	Prison, federal government
7523	Prisons, farms, government
7523	Prisons, provincial
7523	Probate courts
7523	Protection service, fishery
7523	Provincial correctional services
7523	Provincial courts of law
7523	Provincial fire-fighting services
7523	Provincial police services
7523	Public defenders' offices
7523	Public prosecutors' offices
7523	Public safety bureaus, government
7523	Reformatories, government
7523	Reformatories, provincial government
7523	Rehabilitation services (correctional institution), federal government
7523	Rehabilitation services, provincial government (correctional)
7523	Sheriffs' offices
7523	Small claims court provincial government
7523	State highway patrols
7523	State police
7523	Superior courts, provincial
7523	Supreme court
7523	Surrogate courts
7523	Territorial courts
7523	Town courts
7523	Traffic courts
7523	Urban community police force
7523	Volunteer fire-fighter
7530	Employment insurance service
7530	Family allowance program, federal administration
7530	Government health insurance agencies and boards, provincial
7530	Government social insurance plan
7530	Hospital and medical insurance plans, provincial government
7530	Hospital and medical service plan, government
7530	Income security programs, federal administration
7530	Medicare
7530	Old age security program, federal government
7530	Pension payments, social insurance, federal
8010	Elementary schools
8010	Kindergartens
8010	Preparatory schools, elementary or secondary
8010	Primary schools
8010	School, elementary
8021	Collegiate institutes, elementary or secondary
8021	High schools
8021	High schools, offering both academic and vocational or technical courses
8021	Secondary schools
8022	Seminaries, below university grade
8022	Technical high schools
8022	Vocational high schools
8030	Agricultural and vocational college
8030	Agriculture schools (non-university)
8030	CEGEP (collège d'enseignement générales et professionelles)
8030	College of agricultural technology, post-secondary
8030	College of applied arts and sciences
8030	College of applied arts and technology
8030	College of fisheries
8030	College of general and vocational education
8030	College of trades and technology
8030	College residence (if part of the university)
8030	College, junior or community, post-secondary
8030	Colleges (except junior)
8030	Community colleges
8030	Community colleges (junior)
8030	Conservatory of music, degree granting
8030	Degree-granting institutions
8030	Dentistry schools
8030	Engineering schools (non-university)
8030	Forest technology schools
8030	Humanities education, university
8030	Institute of marine technology, post-secondary
8030	Institutes of technology (non-university)
8030	Junior colleges
8030	Land surveying institutes
8030	Law schools
8030	Marine engineering school, post-secondary
8030	Medical schools
8030	Military training schools (university-degree granting)
8030	Normal schools (teachers college)
8030	Post-secondary or non-university educational
8030	Professional school (university, college level)
8030	Professional schools (e.g., dental, engineering, law, medical)
8030	School, law
8030	School, medical
8030	School, normal, post-secondary non-university
8030	School, professional (university, college level)
8030	School, technical, post-secondary non-university
8030	Sciences education, university
8030	Seminary, theological
8030	Service academies (college)
8030	Teachers' colleges
8030	Technical institute, post-secondary
8030	Technical school, post-secondary non-university
8030	Theological colleges or seminary (degree-granting)
8030	Theological seminaries
8030	Universities
8090	Adult education and career counselling
8090	Apprentice coaching program
8090	Art schools (except commercial)
8090	Art schools, commercial
8090	Arts and crafts school
8090	Automobile driving instruction
8090	Ballet schools
8090	Banking schools (training in banking)
8090	Barber colleges
8090	Barbering schools
8090	Baton instruction
8090	Beauty culture schools
8090	Bible schools (except degree-granting)
8090	Business colleges and schools, not of college grade
8090	Business education for youth
8090	Business education seminars
8090	Business schools (non-university)
8090	Ceramic schools (not retailing supplies)
8090	Charm schools
8090	College of art
8090	College, barber
8090	Commercial art schools
8090	Commercial schools (non-university)
8090	Computer operator training
8090	Computer repair training
8090	Computer software training
8090	Computer training
8090	Conservatory of music (except degree-granting)
8090	Construction equipment operation schools
8090	Contract professional and management training
8090	Cooking school
8090	Correspondence school (except elementary and secondary levels)
8090	Cosmetology schools
8090	Court reporting schools
8090	Curriculum development, educational
8090	Dance school (except ballroom or popular dancing)
8090	Data processing schools
8090	Drama school
8090	Driver education, automobile
8090	Driver training (except truck)
8090	Driving schools, automobile
8090	Educational fitness workshop
8090	Educational literature and support services
8090	Emergency preparedness training
8090	Fine arts schools
8090	Finishing schools, charm and modelling
8090	Fire training school
8090	First-aid training
8090	Fisheries school
8090	Flight crew training instruction
8090	Flying instruction
8090	Flying school, civilian
8090	Forest education programs for children
8090	Forest rangers' school
8090	Forestry school
8090	Ground training service for air crew
8090	Hairdressing school
8090	Handicrafts school
8090	Homemaking school
8090	Hunting and trapping training (education)
8090	Hypnosis schools
8090	Industrial safety training
8090	Industrial school, government (except corrective or reform school)
8090	Language schools
8090	Marine navigational schools
8090	Massage training school
8090	Meditation instruction
8090	Modelling (clothes) schools
8090	Modelling schools
8090	Modelling schools, clothes
8090	Music school
8090	Music teachers, own account
8090	Navigation and fisheries school
8090	Nurses' aides' school
8090	Nurses' schools, practical
8090	Nursing assistants' school
8090	Nursing schools
8090	Nursing schools, practical
8090	Opera school
8090	Performing arts schools
8090	Personal care training school (geriatric)
8090	Personal development courses
8090	Personal development schools
8090	Photography schools
8090	Police schools
8090	Pottery schools (not retailling supplies)
8090	Professional and management development training
8090	Public speaking schools
8090	Radio and television broadcasting schools
8090	Reading schools
8090	Real estate schools
8090	Recreational activities training
8090	Restaurant operation schools
8090	Sales training
8090	School for telephone operators
8090	School of ballet
8090	School of cooking
8090	School of drama
8090	School of jewellery
8090	School of nursing, post-secondary non-university
8090	School, arts and crafts
8090	School, barber
8090	School, beauty culture
8090	School, commercial
8090	School, hairdressing and beauty culture
8090	School, trade post-secondary
8090	School, vocational post-secondary
8090	Schools, correspondence (including branch offices and solicitors)
8090	Schools, correspondence, private
8090	Schools, personality
8090	Schools, reading improvement
8090	Schools, vocational (except high schools, data processing or business)
8090	Sculpture teachers, own account
8090	Search and rescue training
8090	Secretarial schools
8090	Sewing instructor
8090	Speed reading courses
8090	Student exchange programs
8090	Survival schools
8090	Teaching financial education
8090	Teaching of doll making education
8090	Theatre arts school
8090	Tour guide training
8090	Trade school (e.g., auto mechanics, plumbers, electricians)
8090	Trade school post-secondary
8090	Train engineer (locomotive) instruction
8090	Training in raising small animals
8090	Training school for nurses' aides or nursing
8090	Training school for telephone operators
8090	Truck driving schools
8090	Tutoring
8090	Tutors, private
8090	Vocational apprenticeship training
8090	Vocational institute post-secondary
8090	Vocational schools (except high schools, data processing or business)
8511	Addiction hospitals
8511	Alcoholism rehabilitation hospitals
8511	Cancer hospital
8511	Children's hospitals
8511	Chronic disease hospitals
8511	Convalescent hospitals
8511	Detoxification hospitals
8511	Drug addiction rehabilitation hospitals
8511	Extended care hospitals
8511	General and allied special hospitals
8511	General hospital
8511	General medical and surgical hospitals
8511	Geriatric hospitals
8511	Hospital for alcoholics
8511	Hospital for emotionally disturbed children
8511	Hospital for retardates
8511	Hospital, addiction
8511	Hospital, children's
8511	Hospital, extended care
8511	Hospital, general
8511	Hospital, maternity
8511	Hospital, medical and surgical
8511	Hospital, mental
8511	Hospital, military
8511	Hospital, psychiatric
8511	Hospital, rehabilitation
8511	Hospitals, general medical and surgical
8511	Hospitals, specialty (except psychiatric)
8511	Isolation hospital
8511	Maternity hospitals
8511	Mental hospitals
8511	Military hospital
8511	Naval hospital
8511	Neurological hospitals
8511	Nursing stations
8511	Obstetrical hospital
8511	Orthopaedic hospitals
8511	Orthopedic hospitals
8511	Outpost hospitals
8511	Paediatric hospitals
8511	Psychiatric hospitals
8511	Red cross hospital
8511	Rehabilitation hospitals
8511	Rehabilitation hospitals, drug addiction and alcoholism
8511	Salvation army hospital
8511	Sanatorium, tuberculosis
8511	Tuberculosis hospital
8511	Veterans' hospital
8511	Women's hospital
8512	Abortion clinics
8512	Ambulatory surgical centres
8512	Anaesthetists' offices
8512	Anesthesiologists, offices of
8512	Cardiologists' offices
8512	Clinic, operated by physicians in group practice
8512	Clinics of dentists
8512	Clinics of osteopathic physicians
8512	Clinics of physicians (M.D.)
8512	Community health centres, out-patient
8512	D.M.D. (doctor of medical dentistry)
8512	Dental clinic
8512	Dental health services, general practice
8512	Dental health services, specialist
8512	Dental surgeons' offices of
8512	Dentist
8512	Dentist office
8512	Dentistry
8512	Dentists clinic, general practice
8512	Dentists' offices, general practice
8512	Dentists, offices and clinics of
8512	Dermatologists, offices of
8512	Dispensaries, operated by groups of physicians
8512	Doctors' clinics, general practice
8512	Doctors' clinics, specialists
8512	Endodontists, offices of
8512	Family physicians, general practice
8512	Fertility clinic
8512	Freestanding emergency medical (M.D.) centres
8512	General medical practice, physicians
8512	General practice dentist
8512	General practitioners, medical, private practice
8512	Group practice, general dentist
8512	Group practice, osteopaths
8512	Group practice, physicians
8512	Gynecologists' offices
8512	Laser cosmetic clinic
8512	Laser eye surgery clinic
8512	Medical doctors, private practice
8512	Medical offices, general physicians
8512	Medical offices, specialist, physicians and surgeons
8512	Medical pathologists' offices
8512	Neurologists' offices
8512	Obstetricians' offices
8512	Oculists' offices
8512	Oculists, private practice
8512	Ophthalmologists' offices
8512	Oral pathologists, offices of
8512	Oral surgeons, private practice
8512	Orthodontists' offices of
8512	Orthopaedists, private practice
8512	Orthopedic physicians, offices of
8512	Osteopathic physicians, offices and clinics of
8512	Osteopaths' offices
8512	Paediatricians' offices
8512	Pathologists (M.D.), offices of
8512	Pathologists, oral, offices of
8512	Pathologists, private practice
8512	Pediatricians, offices of
8512	Periodontists, offices of
8512	Physicians (M.D.) (including specialists), offices and clinics of
8512	Physicians' offices, general practice
8512	Physicians', osteopathic, offices and clinics of
8512	Plastic surgeons' offices
8512	Primary care medical (M.D.) clinics
8512	Prosthodontists, offices of
8512	Psychiatrists' offices
8512	Psychoanalysts' offices
8512	Public health clinics
8512	Public health unit
8512	Radiologists' offices
8512	Regional health services centre
8512	Specialist physicians and surgeons
8512	Surgeons, offices of
8512	Urologists, offices of
8519	Acupuncturists (except M.D.), offices of
8519	Acupuncturists' offices
8519	Air ambulance services
8519	Alcohol treatment, outpatient clinics
8519	Alcoholism treatment clinics, out-patient
8519	Ambulance service, road
8519	Ambulance services (except air)
8519	Ambulance services, air
8519	Audiologists, offices of
8519	Auxiliary nursing services, private practice
8519	Bacteriological laboratories (not manufacturing)
8519	Bacteriological laboratories, diagnostic
8519	Biofeedback centres
8519	Biological laboratories (not manufacturing facility)
8519	Blood analysis laboratories
8519	Blood bank laboratory services
8519	Blood banks
8519	Blood donor clinics
8519	Blood donor stations
8519	Blood storage services, blood bank laboratory
8519	Chemists, biological (not manufacturing facility), laboratories of
8519	Childbirth preparation classes
8519	Chiropodists' offices
8519	Chiropractic services
8519	Chiropractors' offices
8519	Chiropractors, offices and clinics of
8519	Christian science practitioners' offices
8519	Clinic services, alcoholism and drug addiction
8519	Clinics of chiropractors
8519	Clinics of optometrists
8519	Clinics of podiatrists
8519	Clinics, alcohol and drug treatment, outpatient
8519	Clinics, mental health, outpatient
8519	Colitis-Ileitis out-patient treatment clinic
8519	Convalescent homes
8519	Convalescent homes for psychiatric patients, with health care
8519	Convalescent homes with continuous nursing care
8519	Convalescent homes with health care
8519	Cytology health laboratory
8519	Dental hygienists, offices of
8519	Dental laboratories, X-ray
8519	Dental laboratory, analysis and diagnostic
8519	Denturists' offices
8519	Detoxification centres, outpatient
8519	Dieticians, offices of
8519	Domiciliary care with health care
8519	Drug addiction treatment clinics, out-patient
8519	Drug treatment, outpatient clinics
8519	Extended care facilities
8519	Eye bank
8519	First-aid centres
8519	Foot specialist, private practice
8519	Group practice, chiropractors
8519	Haematological services, blood bank laboratory
8519	Healers, christian science
8519	Health screening service
8519	Hearing testing service
8519	Herbalists, private practice
8519	Holistic medicine
8519	Holistic Medicine, practitioners' offices
8519	Home health care services
8519	Home nursing services (except own-account-private practice)
8519	Home occupational therapy services (except own-account-private practice)
8519	Home physiotherapy services (except own-account-private practice)
8519	Homeopath
8519	Homes for aged, providing personal care
8519	Homes for the aged, providing nursing care
8519	Hypnotherapists' offices
8519	Infirmary, providing personal nursing care
8519	Inhalation therapists, registered
8519	Insurance physical examination service (except by physicians)
8519	Intermediate care facilities
8519	Kidney dialysis centres
8519	Laboratories, biological, medical, X-ray (picture and treatment)
8519	Laboratories, blood bank
8519	Laboratories, combined medical and radiological
8519	Laboratories, dental-X-ray
8519	Laboratories, radiological, medical
8519	Laboratory services, medical
8519	Medical laboratories (clinical)
8519	Medical pathology laboratories
8519	Medical X-ray services
8519	Mental health clinics
8519	Midwives' offices
8519	Mycology health laboratory
8519	Naturopaths' offices
8519	Nurses, practical, private practice
8519	Nurses, registered and practical, offices of (except home health care services)
8519	Nursing aide, nursing services, private practice
8519	Nursing care, registered nurse, private practice
8519	Nursing homes (except skilled and intermediate care facilities)
8519	Nursing homes for the aged, skilled care facility
8519	Nursing services, registered nurse, private
8519	Nutritionists, offices of
8519	Occupational therapists, offices of
8519	Offices of shiatsu therapists
8519	Old age homes, providing personal nursing care
8519	Optometrists' offices
8519	Optometrists, offices and clinics of
8519	Orthotherapists
8519	Osteoperosis centres
8519	Outpatient detoxification centres
8519	Outpatient mental health clinics
8519	Outpatient treatment clinics for alcoholism
8519	Outpatient treatment clinics for alcoholism and drug addiction
8519	Outpatient treatment clinics for drugs
8519	Oxygen tent service
8519	Paramedics, offices of
8519	Parasitology health laboratory
8519	Personal care facilities with health care
8519	Personal care homes
8519	Physical examination service (except by physicians)
8519	Physical therapists, offices of
8519	Physicians' assistants, offices of
8519	Physiotherapists' offices, private practice
8519	Physiotherapy
8519	Plasmapheresis centres
8519	Podiatrists, offices and clinics of
8519	Practical nursing services, private practice
8519	Practitioners, christian science
8519	Prenatal classes and exercises
8519	Psychiatric clinics
8519	Psychiatric patient's convalescent homes
8519	Psychiatric social workers, offices of
8519	Psychologists (except M.D.), industrial
8519	Psychologists' offices
8519	Psychologists, clinical, offices of
8519	Psychotherapists (except M.D.), offices of
8519	Radiological laboratory services, medical
8519	Recreational therapist, private practice
8519	Red cross blood depot
8519	Red cross society, blood depot
8519	Red cross, blood bank only
8519	Registered massage therapy clinic
8519	Registered nurse services, private practice
8519	Registered nurses' offices
8519	Rehabilitation centres, outpatient (medical treatment)
8519	Rehabilitation clinics, out-patient
8519	Related care institutes (related to hospitals)
8519	Rescue service, medical
8519	Respiratory therapy clinics
8519	Serological services, blood bank laboratory
8519	Specimen collection centres
8519	Speech clinicians, offices of
8519	Speech defect clinics
8519	Speech pathologists, offices of
8519	Speech therapy clinics
8519	Sperm banks
8519	Stop smoking classes
8519	Stop smoking clinic
8519	Testing laboratories, medical, analytic or diagnostic
8519	Therapists' offices, physio and occupational
8519	Toxicology health laboratory
8519	Urinalysis laboratories
8519	Visiting nurse associations
8519	X-ray laboratories, medical
8520	Animal ambulance services
8520	Animal hospitals
8520	Consulting and visiting services, veterinary
8520	Disease testing services, veterinary
8520	Farm animal health care services
8520	Herd inspecting and testing services, veterinary
8520	Hospitals, animal
8520	Livestock veterinary services
8520	Pet hospitals
8520	Small animal veterinary services
8520	Surgeons, veterinary, offices of
8520	Surgery services, veterinary
8520	Testing laboratories, veterinary
8520	Testing services for veterinarians
8520	Vaccinating livestock (except by veterinarians)
8520	Vaccinating pets and other animal specialties (except by veterinarians)
8520	Vaccination services, animal
8520	Veterinarians, offices of
8520	Veterinary clinics
8520	Veterinary practices
8520	Veterinary services, livestock
8520	Veterinary services, pets and other animal specialties
8520	Veterinary testing laboratories
8531	Aged nursing home
8531	Alcoholism rehabilitation centres, residential
8531	Boys' towns
8531	Charitable home operation
8531	Children's boarding homes
8531	Children's home
8531	Children's villages
8531	Creche (orphanage)
8531	Drug rehabilitation centres, residential
8531	Foster homes
8531	Foster homes, group
8531	Group foster homes
8531	Group home
8531	Half way houses
8531	Halfway group homes for persons with social or personal problems
8531	Halfway homes for delinquents and offenders
8531	Home for incurables, not providing treatment or
8531	Homes for alcoholics
8531	Homes for battered women
8531	Homes for children in need of protection
8531	Homes for children, with health care incidental
8531	Homes for drug addicts
8531	Homes for emotionally disturbed children
8531	Homes for single mothers
8531	Homes for the aged
8531	Homes for the aged, with health care incidental
8531	Homes for the blind
8531	Homes for the deaf
8531	Homes for the deaf or blind
8531	Homes for the emotionally disturbed, with health care incidental
8531	Homes for the mentally disabled
8531	Homes for the mentally handicapped
8531	Homes for the mentally handicapped, with health care incidental
8531	Homes for the mentally retarded
8531	Homes for the physically disabled
8531	Homes for the physically handicapped
8531	Homes for the physically handicapped, with health care incidental
8531	Juvenile correctional homes
8531	Nursing homes, not providing nursing care
8531	Old folks home
8531	Old soldiers' homes
8531	Orphanages
8531	Rehabilitation centres, residential, with health care incidental
8531	Rest homes, with health care incidental
8531	Self-help group homes for persons with social or personal problems
8531	Special care home elderly
8531	Transition homes for women (except short stay)
8532	Accommodation for family in medical crisis
8532	Activity centres, elderly or handicapped
8532	Adoption services
8532	Adult day-care centres
8532	Aid to families with dependent children (AFDC)
8532	Alcoholic and drug addiction self-help organizations
8532	Alcoholism counselling, nonresidential (except medical treatment)
8532	Baby-sitting in own home (i.e., private day-care)
8532	Bereavement counselling services
8532	Big Brother services
8532	Big Sister services
8532	Birth control clinic (family planning)
8532	Care attendant service to disabled persons
8532	Centres for senior citizens
8532	Child care centres
8532	Child day-care services
8532	Child guidance agencies
8532	Child guidance centre, vocational
8532	Child guidance clinic, education
8532	Child protection services (except homes)
8532	Child support services
8532	Child welfare clinic
8532	Children's aid services
8532	Clinic, child guidance, educational
8532	Community centres (except health)
8532	Community meals, social services
8532	Community service employment training programs
8532	Consumer credit counselling services
8532	Counselling services, family planning
8532	Credit repair services
8532	Crisis intervention centres
8532	Day care centres, adult and handicapped
8532	Day-care centres, child
8532	Debt counsellor
8532	Disaster victims services
8532	Distress centres (crisis nature)
8532	Divorce-aid service
8532	Drop-in centre
8532	Educational counselling
8532	Emergency measure associations
8532	Emergency shelters for victims of domestic violence and abuse
8532	Employee assistance program
8532	Employment counselling service, federal
8532	Employment services (placement counselling), federal government
8532	Family care, home-maker services
8532	Family counselling services
8532	Family location services
8532	Family planning counselling services
8532	Family service agencies
8532	Family welfare services, family planning
8532	Federated charities organizations
8532	Food banks
8532	Friendship and counselling offered to young people
8532	Friendship centre
8532	Fundraising by charitable organizations (collecting funds and giving grants)
8532	Group day-care centres, child
8532	Handicapped workshop
8532	Head Start centres (except formal schooling)
8532	Head Start centres (except in conjunction with schools)
8532	Health association, voluntary
8532	Health care promotion service associations
8532	Health oriented community action group
8532	Helping hand services
8532	Home care of elderly
8532	Home maintenance, home-maker services
8532	Home-maker services
8532	Homemaker service (red cross)
8532	Homes for destitute men and women
8532	Household care, home-maker services
8532	Marriage (family) counselling services
8532	Meal delivery programs
8532	Meals on wheels, social services
8532	Mental health association
8532	Multiservice centres, neighborhood
8532	Neighbourhood centres
8532	Neighbourhood meal services
8532	Non-medical home care for developmentally handicapped
8532	Nursery school
8532	Offender rehabilitation agencies
8532	Offender self-help organizations
8532	Outreach programs
8532	Parenting services
8532	Parole offices, provincial
8532	Parole services, federal government
8532	Planned parenthood
8532	Playschool (i.e. day care service)
8532	Pre-kindergarten (except when part of elementary school system)
8532	Pre-kindergarten care services (except when part of elementary school system)
8532	Pre-school (except when part of elementary school system)
8532	Preschool centres (except when part of elementary school system)
8532	Probation offices, federal government
8532	Probation offices, provincial
8532	Psychological and moral support for cancer patients
8532	Public health associations
8532	Public welfare centres, offices of
8532	Rape crisis centres
8532	Red cross, homemaker service
8532	Referral services for personal and social problems
8532	Refugee services
8532	Refugee shelters and camps
8532	Regional social services centre
8532	Rehabilitation centre services
8532	Rehabilitation counselling and training, vocational
8532	Relief services, temporary
8532	School milk program
8532	School, nursery (except when part of elementary school system)
8532	Self-help action group
8532	Self-help organizations, alcoholics and gamblers
8532	Senior citizen centres
8532	Senior citizens activity centres
8532	Senior citizens associations
8532	Service leagues
8532	Settlement houses
8532	Sheltered workshops
8532	Social service centres
8532	Social services, family planning
8532	Social services, home-maker
8532	Social workers' offices
8532	Social workers, private practice
8532	Soup kitchen
8532	Suicide crisis centre
8532	Telephone counselling service
8532	Traveler's aid centres
8532	Tuberculosis and respiratory diseases association
8532	United fund councils
8532	United funds for colleges
8532	Vocational counselling (except rehabilitation)
8532	Vocational guidance centres
8532	Vocational rehabilitation agencies
8532	Vocational rehabilitation counselling
8532	Vocational rehabilitation services
8532	Voluntary health organization
8532	Welfare centre
8532	Work experience centres
8532	Workshops for retarded
8532	Youth centre (if community centre)
8532	Youth centres
8532	Youth self-help organizations
9000	Acid waste, collection and disposal of
9000	Airport runway maintenance service
9000	Asbestos removal contractors
9000	Ashes, collection
9000	Ashes, collection and disposal of
9000	Beach maintenance and cleaning services
9000	Brush removal
9000	Catch basin cleaning services
9000	Cesspool cleaning services
9000	Cleaning (e.g., power sweeping and washing) parking lots and driveways
9000	Compost dumps
9000	Dead stock removal services
9000	Disposal of dead stock, incinerator and combustor
9000	Drain cleaning services
9000	Dumps, operation of
9000	Environmental cleaning rivers
9000	Garbage collection
9000	Garbage collection and disposal service
9000	Garbage collection with specialized equipment
9000	Garbage disposal service
9000	Garbage disposal service for ships
9000	Garbage disposal, incinerator and combustor
9000	Garbage disposal, landfill
9000	Garbage dump operation
9000	Garbage pick-up
9000	Hazardous waste collection
9000	Hazardous waste disposal
9000	Hazardous waste material disposal sites
9000	Hazardous waste material treatment and disposal sites
9000	Incinerator operation
9000	Incinerator operation, hazardous waste
9000	Incinerator operation, solid waste
9000	Landfill, garbage disposal
9000	Lead paint removal contractors
9000	Materials recovery facility (i.e., sorting recyclable materials)
9000	Mosquito eradication services
9000	Oil spill cleanup
9000	Oiling and salting roads for dust control
9000	Power cleaning paved areas (except streets)
9000	Radioactive waste disposal service
9000	Recyclable material, collection
9000	Recyclable material, collection (except hazardous)
9000	Recyclable material, collection, hazardous
9000	Refuse collection and disposal service
9000	Refuse collection service
9000	Refuse disposal, incinerator and combustor
9000	Refuse disposal, landfill
9000	Refuse systems
9000	Removal and disposal only, of dead stock
9000	Removal of dead fish and eels from St. Lawrence river
9000	Road sanding and salting, on contract
9000	Rubbish collection
9000	Rubbish disposal, incinerator and combustor
9000	Rubbish disposal, landfill
9000	Runway maintenance service, airport
9000	Sanitary landfill operation
9000	Septic tank cleaning services
9000	Septic tank pumping services
9000	Sewage disposal plant operation
9000	Sewage treatment plant operation
9000	Sewer and storm basin cleanout services
9000	Sewer cleaning and rodding services
9000	Sewer system, operation
9000	Sludge disposal sites
9000	Snow clearing, highways and bridges, road transport service
9000	Snow ploughing services, parking lots and driveways, not combined with any other service
9000	Snow removal, highway
9000	Sorting, cleaning, and baling of commingled recyclable materials (except hazardous)
9000	Street cleaning service
9000	Street refuse systems
9000	Sweeping service (road, airport, parking lot)
9000	Trash collection
9000	Trash disposal, incinerator and combustor
9000	Trash disposal, landfill
9000	Unblocking of sewer pipes and floor drains in buildings
9000	Vacuuming of airport runways
9000	Waste collection
9000	Waste collection, hazardous
9000	Waste collection, solid
9000	Waste disposal, hazardous
9000	Waste disposal, solid, incinerator and combustor
9000	Waste disposal, solid, landfill
9000	Waste recovery facility
9000	Waste transfer station (except hazardous)
9000	Waste transfer station, hazardous
9000	Waste treatment, hazardous
9111	Agriculture federation
9111	Animal breeders association
9111	Association for truckers
9111	Association of manufacturers
9111	Association, industrial
9111	Association, trade
9111	Associations, business
9111	Automobile dealership association
9111	Bankers' association
9111	Better business bureaus
9111	Board of trade
9111	Broker-dealers' association
9111	Business associations
9111	Cattle grazing association
9111	Chambers of commerce
9111	Construction association
9111	Contractors' associations
9111	Distributors' associations
9111	Economic area development promotion, non-government
9111	Electrical manufacturers' association
9111	Employers' bargaining organization
9111	Equipment distributors' association
9111	Farm bureaus
9111	Farmers' association
9111	Farmers' union
9111	Federation of agriculture
